참여자번호,브레이크유형,저감속구간 번호,저감속구간의 길이,브레이크세기,반응시간
1,A기본제동등,1,2.301,0.24119,0.257
1,A기본제동등,2,1.525,0.0,0.584
1,A기본제동등,3,1.232,0.0,0.0
1,A기본제동등,4,1.779,0.0,0.659
1,A기본제동등,5,2.983,0.0,2.061
1,A기본제동등,6,1.238,0.0,0.0
1,A기본제동등,7,2.888,0.03983,0.503
1,A기본제동등,8,1.249,0.0,0.197
1,A기본제동등,9,0.932,0.0,0.269
1,A기본제동등,10,1.248,0.0,0.237
1,A기본제동등,11,2.321,0.0,0.302
1,A기본제동등,12,2.832,0.0,2.606
1,A기본제동등,13,2.363,0.0,0.417
1,A기본제동등,14,1.767,0.0,0.619
1,A기본제동등,15,3.377,0.0,2.14
1,A기본제동등,16,2.26,0.0,0.353
1,A기본제동등,17,1.774,0.0,0.516
1,A기본제동등,18,2.724,0.0,0.286
1,A기본제동등,19,1.784,0.0,0.471
1,A기본제동등,20,0.832,0.0,0.189
1,A기본제동등,21,2.491,0.0,0.825
1,A기본제동등,22,1.917,0.0,0.333
1,A기본제동등,23,1.748,0.0,0.0
1,A기본제동등,24,1.561,0.0,0.469
1,A기본제동등,25,1.802,0.0,0.402
1,A기본제동등,26,1.367,0.0,0.436
1,B밝기변화제동등,1,2.122,0.0,0.596
1,B밝기변화제동등,2,1.769,0.0,0.0
1,B밝기변화제동등,3,1.769,0.0,0.0
1,B밝기변화제동등,4,1.379,0.0,0.0
1,B밝기변화제동등,5,2.171,0.06943,0.201
1,B밝기변화제동등,6,1.793,0.0,0.0
1,B밝기변화제동등,7,2.202,0.26739,0.231
1,B밝기변화제동등,8,1.221,0.0,0.0
1,B밝기변화제동등,9,1.223,0.0,0.521
1,B밝기변화제동등,10,1.983,0.00107,0.159
1,B밝기변화제동등,11,1.494,0.0,1.103
1,B밝기변화제동등,12,2.735,0.0,0.0
1,B밝기변화제동등,13,1.785,0.0,1.419
1,B밝기변화제동등,14,1.239,0.0,0.338
1,B밝기변화제동등,15,1.771,0.0,0.0
1,B밝기변화제동등,16,2.571,0.0,0.984
1,B밝기변화제동등,17,1.79,0.0,0.389
1,B밝기변화제동등,18,1.382,0.0,0.0
1,B밝기변화제동등,19,1.064,0.0,0.548
1,B밝기변화제동등,20,2.347,0.0,0.382
1,B밝기변화제동등,21,1.151,0.01652,0.918
1,B밝기변화제동등,22,3.458,0.0,0.664
1,B밝기변화제동등,23,1.024,0.11583,0.0
1,B밝기변화제동등,24,2.461,0.0,0.0
1,B밝기변화제동등,25,1.941,0.0,0.748
1,B밝기변화제동등,26,1.765,0.0,0.876
1,B밝기변화제동등,27,2.744,0.0,1.246
1,B밝기변화제동등,28,1.712,0.00687,1.434
1,C점멸주파수변화제동등,1,1.837,0.0881,0.545
1,C점멸주파수변화제동등,2,1.793,0.0,0.324
1,C점멸주파수변화제동등,3,1.777,0.0,0.509
1,C점멸주파수변화제동등,4,2.104,0.00356,0.509
1,C점멸주파수변화제동등,5,1.225,0.0,0.474
1,C점멸주파수변화제동등,6,2.514,0.0,1.207
1,C점멸주파수변화제동등,7,2.976,0.0,2.635
1,C점멸주파수변화제동등,8,1.781,0.0,0.315
1,C점멸주파수변화제동등,9,3.068,0.08512,0.529
1,C점멸주파수변화제동등,10,2.2,0.04007,1.236
1,C점멸주파수변화제동등,11,2.475,0.03424,0.956
1,C점멸주파수변화제동등,12,1.921,0.0,1.075
1,C점멸주파수변화제동등,13,1.779,0.0,0.403
1,C점멸주파수변화제동등,14,1.37,0.0,0.445
1,C점멸주파수변화제동등,15,2.855,0.037,0.468
1,C점멸주파수변화제동등,16,2.062,0.0,0.403
1,C점멸주파수변화제동등,17,3.3,0.0,0.0
1,C점멸주파수변화제동등,18,1.212,0.0,0.212
1,C점멸주파수변화제동등,19,1.018,0.04611,0.408
1,C점멸주파수변화제동등,20,1.235,0.0,0.198
1,C점멸주파수변화제동등,21,2.751,0.0,0.412
1,C점멸주파수변화제동등,22,1.764,0.0,0.751
1,C점멸주파수변화제동등,23,3.013,0.0,1.505
1,C점멸주파수변화제동등,24,1.223,0.0,0.559
1,C점멸주파수변화제동등,25,1.797,0.0,1.398
1,C점멸주파수변화제동등,26,2.971,0.0,1.793
1,D면적변화제동등,1,2.762,0.0,0.302
1,D면적변화제동등,2,1.769,0.0,0.398
1,D면적변화제동등,3,3.033,0.0,1.384
1,D면적변화제동등,4,1.797,0.0,0.888
1,D면적변화제동등,5,2.356,0.15497,0.074
1,D면적변화제동등,6,1.218,0.0,0.781
1,D면적변화제동등,7,2.465,0.0,2.241
1,D면적변화제동등,8,2.159,0.09563,0.075
1,D면적변화제동등,9,1.527,0.0,0.674
1,D면적변화제동등,10,1.227,0.0,0.61
1,D면적변화제동등,11,3.029,0.01296,0.809
1,D면적변화제동등,12,1.222,0.0,0.859
1,D면적변화제동등,13,1.785,0.0,1.125
1,D면적변화제동등,14,1.353,0.0,1.184
1,D면적변화제동등,15,2.945,0.14841,0.224
1,D면적변화제동등,16,2.361,0.0,0.409
1,D면적변화제동등,17,1.863,0.24762,0.447
1,D면적변화제동등,18,3.315,0.0,0.455
1,D면적변화제동등,19,1.783,0.0,0.0
1,D면적변화제동등,20,1.738,0.0,0.251
1,D면적변화제동등,21,0.961,0.0,0.517
1,D면적변화제동등,22,1.208,0.0,0.482
1,D면적변화제동등,23,1.759,0.0,0.745
1,D면적변화제동등,24,3.001,0.0,2.075
1,D면적변화제동등,25,1.358,0.06855,0.219
1,D면적변화제동등,26,2.198,0.0,0.673
2,A기본제동등,1,2.73,0.0,0.426
2,A기본제동등,2,1.783,0.0,0.0
2,A기본제동등,3,3.054,0.0,1.178
2,A기본제동등,4,1.943,0.0,0.97
2,A기본제동등,5,1.562,0.0,0.614
2,A기본제동등,6,1.752,0.0,0.412
2,A기본제동등,7,1.463,0.0,0.692
2,A기본제동등,8,1.547,0.02048,0.355
2,A기본제동등,9,1.238,0.0,0.399
2,A기본제동등,10,2.718,0.06137,0.191
2,A기본제동등,11,1.217,0.0,0.39
2,A기본제동등,12,1.943,0.03364,1.742
2,A기본제동등,13,2.342,0.0,0.508
2,A기본제동등,14,1.761,0.0,0.31
2,A기본제동등,15,1.778,0.0,0.351
2,A기본제동등,16,2.796,0.00034,0.318
2,A기본제동등,17,1.814,0.0,0.464
2,A기본제동등,18,1.189,0.0,0.219
2,A기본제동등,19,1.757,0.00031,0.072
2,A기본제동등,20,1.232,0.0,0.338
2,A기본제동등,21,1.943,0.0,0.0
2,A기본제동등,22,1.759,0.0,0.353
2,A기본제동등,23,1.396,0.0,0.428
2,A기본제동등,24,1.584,0.0,0.649
2,A기본제동등,25,2.327,0.04232,0.322
2,A기본제동등,26,1.984,0.03338,0.624
2,A기본제동등,27,3.424,0.0,0.618
2,B밝기변화제동등,1,2.721,0.10984,0.496
2,B밝기변화제동등,2,1.208,0.0,0.477
2,B밝기변화제동등,3,2.464,0.0,0.479
2,B밝기변화제동등,4,2.814,0.0,0.377
2,B밝기변화제동등,5,1.209,0.0,0.0
2,B밝기변화제동등,6,1.49,0.19315,0.0
2,B밝기변화제동등,7,1.226,0.0,0.346
2,B밝기변화제동등,8,2.766,0.0,0.191
2,B밝기변화제동등,9,1.77,0.0,0.37
2,B밝기변화제동등,10,3.077,0.0,1.378
2,B밝기변화제동등,11,1.746,0.0,0.328
2,B밝기변화제동등,12,1.483,0.0,0.644
2,B밝기변화제동등,13,1.811,0.13179,0.392
2,B밝기변화제동등,14,1.785,0.0,0.318
2,B밝기변화제동등,15,0.801,0.0,0.599
2,B밝기변화제동등,16,2.355,0.0,0.316
2,B밝기변화제동등,17,2.003,0.09378,0.47
2,B밝기변화제동등,18,4.784,0.0,1.206
2,B밝기변화제동등,19,1.24,0.0,0.0
2,B밝기변화제동등,20,1.882,0.0,0.0
2,B밝기변화제동등,21,1.845,0.07549,0.704
2,B밝기변화제동등,22,2.495,0.0,0.467
2,B밝기변화제동등,23,1.785,0.0,0.3
2,B밝기변화제동등,24,2.379,0.22653,0.645
2,B밝기변화제동등,25,1.53,0.0,0.576
2,B밝기변화제동등,26,2.352,0.12495,0.473
2,B밝기변화제동등,27,1.78,0.0,0.54
2,C점멸주파수변화제동등,1,1.77,0.1013,0.307
2,C점멸주파수변화제동등,2,1.414,0.0,0.819
2,C점멸주파수변화제동등,3,1.209,0.0,0.204
2,C점멸주파수변화제동등,4,1.752,0.0,0.345
2,C점멸주파수변화제동등,5,2.951,0.0,1.727
2,C점멸주파수변화제동등,6,2.376,0.0,0.462
2,C점멸주파수변화제동등,7,2.005,0.1764,0.615
2,C점멸주파수변화제동등,8,3.376,0.0,1.475
2,C점멸주파수변화제동등,9,2.072,0.18928,0.312
2,C점멸주파수변화제동등,10,2.314,0.0,0.379
2,C점멸주파수변화제동등,11,1.919,0.0,0.535
2,C점멸주파수변화제동등,12,1.884,0.21008,0.168
2,C점멸주파수변화제동등,13,1.234,0.0,0.312
2,C점멸주파수변화제동등,14,2.48,0.0,0.55
2,C점멸주파수변화제동등,15,1.235,0.0,0.0
2,C점멸주파수변화제동등,16,1.704,0.14448,0.288
2,C점멸주파수변화제동등,17,1.239,0.0,0.283
2,C점멸주파수변화제동등,18,1.482,0.00507,1.317
2,C점멸주파수변화제동등,19,1.561,0.0,0.548
2,C점멸주파수변화제동등,20,2.742,0.0,0.162
2,C점멸주파수변화제동등,21,1.776,0.0,0.462
2,C점멸주파수변화제동등,22,2.054,0.28597,0.072
2,C점멸주파수변화제동등,23,1.768,0.0,0.245
2,C점멸주파수변화제동등,24,1.809,0.0,0.0
2,C점멸주파수변화제동등,25,2.711,0.11629,0.702
2,C점멸주파수변화제동등,26,1.785,0.0,0.568
2,D면적변화제동등,1,1.791,0.0,0.312
2,D면적변화제동등,2,1.419,0.0,0.461
2,D면적변화제동등,3,2.357,0.0,0.792
2,D면적변화제동등,4,1.211,0.0,0.287
2,D면적변화제동등,5,1.292,0.0,0.416
2,D면적변화제동등,6,1.242,0.0,0.0
2,D면적변화제동등,7,1.806,0.0,0.0
2,D면적변화제동등,8,1.275,0.0,0.553
2,D면적변화제동등,9,1.785,0.0,1.553
2,D면적변화제동등,10,1.35,0.0,0.389
2,D면적변화제동등,11,1.765,0.0,1.013
2,D면적변화제동등,12,1.834,0.12328,0.124
2,D면적변화제동등,13,1.236,0.0,0.598
2,D면적변화제동등,14,1.786,0.0,0.407
2,D면적변화제동등,15,2.746,0.0,0.228
2,D면적변화제동등,16,1.775,0.0,0.569
2,D면적변화제동등,17,2.116,0.14183,0.641
2,D면적변화제동등,18,2.484,0.0,0.361
2,D면적변화제동등,19,1.936,0.0,0.407
2,D면적변화제동등,20,1.781,0.0,0.412
2,D면적변화제동등,21,2.295,0.19742,0.504
2,D면적변화제동등,22,1.367,0.0,0.113
2,D면적변화제동등,23,2.337,0.0,0.138
2,D면적변화제동등,24,1.913,0.0184,0.614
3,A기본제동등,1,1.227,0.0,0.0
3,A기본제동등,2,1.254,0.0,0.973
3,A기본제동등,3,1.359,0.0,0.0
3,A기본제동등,4,1.76,0.0,0.253
3,A기본제동등,5,1.359,0.0,0.08
3,A기본제동등,6,3.022,0.01321,0.739
3,A기본제동등,7,1.782,0.0,0.41
3,A기본제동등,8,1.372,0.0,0.539
3,A기본제동등,9,2.218,0.0,0.527
3,A기본제동등,10,1.771,0.0,0.0
3,A기본제동등,11,1.889,0.0,1.002
3,A기본제동등,12,2.753,0.0,0.0
3,A기본제동등,13,1.942,0.0,0.0
3,A기본제동등,14,1.476,0.09348,0.295
3,A기본제동등,15,1.802,0.0,0.0
3,A기본제동등,16,2.297,0.02161,0.824
3,A기본제동등,17,1.248,0.0,0.926
3,A기본제동등,18,2.331,0.00023,0.452
3,A기본제동등,19,1.79,0.0,0.617
3,A기본제동등,20,1.223,0.0,0.362
3,A기본제동등,21,1.95,0.0,0.202
3,A기본제동등,22,2.4,0.01451,0.279
3,A기본제동등,23,2.494,0.0,1.027
3,A기본제동등,24,1.928,0.0,0.426
3,A기본제동등,25,1.329,0.0,0.628
3,A기본제동등,26,2.2,0.0,0.869
3,B밝기변화제동등,1,0.915,0.0,0.148
3,B밝기변화제동등,2,1.498,0.0,0.0
3,B밝기변화제동등,3,2.359,0.0,0.607
3,B밝기변화제동등,4,3.394,0.0,3.192
3,B밝기변화제동등,5,1.814,0.0,0.0
3,B밝기변화제동등,6,1.38,0.0,0.951
3,B밝기변화제동등,7,2.222,0.01271,0.466
3,B밝기변화제동등,8,1.801,0.0,0.352
3,B밝기변화제동등,9,1.357,0.0,0.53
3,B밝기변화제동등,10,2.312,0.07671,0.883
3,B밝기변화제동등,11,1.207,0.0,0.387
3,B밝기변화제동등,12,3.047,0.02422,0.797
3,B밝기변화제동등,13,1.21,0.0,0.321
3,B밝기변화제동등,14,2.757,0.0,0.327
3,B밝기변화제동등,15,1.775,0.0,1.385
3,B밝기변화제동등,16,3.004,0.0,0.398
3,B밝기변화제동등,17,2.596,0.01161,0.258
3,B밝기변화제동등,18,1.229,0.0,0.0
3,B밝기변화제동등,19,1.93,0.0,0.734
3,B밝기변화제동등,20,1.77,0.0,0.0
3,B밝기변화제동등,21,1.607,0.00142,0.302
3,B밝기변화제동등,22,1.989,0.0262,0.2
3,B밝기변화제동등,23,2.624,0.0,1.349
3,B밝기변화제동등,24,1.914,0.0,0.958
3,B밝기변화제동등,25,1.981,0.00083,0.46
3,B밝기변화제동등,26,1.789,0.0,1.596
3,C점멸주파수변화제동등,1,1.181,0.0,0.576
3,C점멸주파수변화제동등,2,2.618,0.03021,0.668
3,C점멸주파수변화제동등,3,1.219,0.0,0.364
3,C점멸주파수변화제동등,4,1.237,0.0,0.447
3,C점멸주파수변화제동등,5,2.529,0.0,0.254
3,C점멸주파수변화제동등,6,1.768,0.00664,0.352
3,C점멸주파수변화제동등,7,2.352,0.06477,0.076
3,C점멸주파수변화제동등,8,1.222,0.0,0.0
3,C점멸주파수변화제동등,9,1.936,0.0,1.235
3,C점멸주파수변화제동등,10,2.344,0.0,0.312
3,C점멸주파수변화제동등,11,1.856,0.02961,1.359
3,C점멸주파수변화제동등,12,3.472,0.0,0.852
3,C점멸주파수변화제동등,13,2.751,0.0,0.0
3,C점멸주파수변화제동등,14,1.919,0.0,1.475
3,C점멸주파수변화제동등,15,2.923,0.02864,0.451
3,C점멸주파수변화제동등,16,2.34,0.0,0.532
3,C점멸주파수변화제동등,17,1.794,0.0,0.733
3,C점멸주파수변화제동등,18,2.214,0.00454,0.421
3,C점멸주파수변화제동등,19,1.529,0.0,0.0
3,C점멸주파수변화제동등,20,2.361,0.0,0.421
3,C점멸주파수변화제동등,21,1.786,0.0,0.0
3,C점멸주파수변화제동등,22,1.804,0.0,0.682
3,C점멸주파수변화제동등,23,1.77,0.0,1.318
3,C점멸주파수변화제동등,24,1.366,0.0,0.0
3,C점멸주파수변화제동등,25,1.807,0.0,0.699
3,C점멸주파수변화제동등,26,1.355,0.0,0.873
3,D면적변화제동등,1,1.221,0.0,0.801
3,D면적변화제동등,2,1.94,0.0,0.621
3,D면적변화제동등,3,1.05,0.01299,0.075
3,D면적변화제동등,4,2.458,0.0,0.571
3,D면적변화제동등,5,1.932,0.0,0.412
3,D면적변화제동등,6,1.856,0.0,1.352
3,D면적변화제동등,7,1.374,0.0,0.0
3,D면적변화제동등,8,1.931,0.0,0.0
3,D면적변화제동등,9,1.473,0.00243,0.587
3,D면적변화제동등,10,2.735,0.0,1.019
3,D면적변화제동등,11,1.928,0.0,0.385
3,D면적변화제동등,12,1.796,0.0,0.443
3,D면적변화제동등,13,1.469,0.0,0.0
3,D면적변화제동등,14,2.314,0.0065,0.781
3,D면적변화제동등,15,2.338,0.0,0.0
3,D면적변화제동등,16,1.321,0.04992,0.0
3,D면적변화제동등,17,3.305,0.0,0.383
3,D면적변화제동등,18,1.111,0.0,0.0
3,D면적변화제동등,19,1.81,0.0,0.273
3,D면적변화제동등,20,1.224,0.0,0.287
3,D면적변화제동등,21,2.327,0.0,0.475
3,D면적변화제동등,22,1.526,0.0,0.535
3,D면적변화제동등,23,1.759,0.0,0.0
4,A기본제동등,1,1.386,0.0,0.0
4,A기본제동등,2,2.183,0.0,0.167
4,A기본제동등,3,1.205,0.0,0.91
4,A기본제동등,4,1.927,0.0,0.481
4,A기본제동등,5,1.206,0.0,0.516
4,A기본제동등,6,2.587,0.22682,0.502
4,A기본제동등,7,1.232,0.0,0.0
4,A기본제동등,8,1.38,0.0,0.333
4,A기본제동등,9,1.761,0.0,0.0
4,A기본제동등,10,0.87,0.52637,0.0
4,A기본제동등,11,1.776,0.0,0.169
4,A기본제동등,12,1.338,0.0,0.0
4,A기본제동등,13,1.733,0.0,0.0
4,A기본제동등,14,1.352,0.0,0.0
4,A기본제동등,15,2.211,0.06829,1.605
4,A기본제동등,16,2.728,0.0,0.0
4,A기본제동등,17,1.943,0.0,0.827
4,A기본제동등,18,1.763,0.0,0.632
4,A기본제동등,19,2.357,0.01725,0.089
4,A기본제동등,20,3.319,0.05582,0.733
4,A기본제동등,21,1.521,0.21645,0.767
4,A기본제동등,22,1.772,0.0,0.0
4,A기본제동등,23,1.763,0.11217,0.233
4,A기본제동등,24,2.344,0.19974,0.119
4,A기본제동등,25,1.915,0.0,1.291
4,B밝기변화제동등,1,1.209,0.0,1.043
4,B밝기변화제동등,2,1.203,0.05324,0.986
4,B밝기변화제동등,3,1.352,0.0,0.81
4,B밝기변화제동등,4,1.757,0.0,0.088
4,B밝기변화제동등,5,0.97,0.1381,0.0
4,B밝기변화제동등,6,1.795,0.0,0.606
4,B밝기변화제동등,7,2.339,0.0,0.0
4,B밝기변화제동등,8,3.277,0.02874,0.483
4,B밝기변화제동등,9,2.753,0.0,0.0
4,B밝기변화제동등,10,1.903,0.0,0.0
4,B밝기변화제동등,11,1.787,0.0,0.0
4,B밝기변화제동등,12,1.383,0.0,0.0
4,B밝기변화제동등,13,2.99,0.21418,0.951
4,B밝기변화제동등,14,1.2,0.0,0.078
4,B밝기변화제동등,15,1.785,0.0,0.0
4,B밝기변화제동등,16,1.353,0.0,0.701
4,B밝기변화제동등,17,2.209,0.0,0.362
4,B밝기변화제동등,18,1.896,0.0,1.383
4,B밝기변화제동등,19,1.815,0.0,0.0
4,B밝기변화제동등,20,1.352,0.0,0.0
4,B밝기변화제동등,21,2.415,0.0,0.0
4,B밝기변화제동등,22,1.394,0.0,0.0
4,B밝기변화제동등,23,1.031,0.0,0.265
4,B밝기변화제동등,24,2.32,0.02622,0.156
4,B밝기변화제동등,25,1.786,0.0,0.73
4,C점멸주파수변화제동등,1,1.801,0.0,1.335
4,C점멸주파수변화제동등,2,1.437,0.0,1.096
4,C점멸주파수변화제동등,3,1.943,0.18705,0.883
4,C점멸주파수변화제동등,4,2.487,0.0,0.355
4,C점멸주파수변화제동등,5,1.924,0.0,1.308
4,C점멸주파수변화제동등,6,1.802,0.0,0.0
4,C점멸주파수변화제동등,7,1.8,0.0,0.0
4,C점멸주파수변화제동등,8,1.337,0.0,0.392
4,C점멸주파수변화제동등,9,1.211,0.0,0.0
4,C점멸주파수변화제동등,10,1.778,0.0,1.57
4,C점멸주파수변화제동등,11,2.965,0.0,1.975
4,C점멸주파수변화제동등,12,1.523,0.10223,0.401
4,C점멸주파수변화제동등,13,1.372,0.0,0.076
4,C점멸주파수변화제동등,14,2.489,0.0,1.053
4,C점멸주파수변화제동등,15,2.342,0.00213,0.917
4,C점멸주파수변화제동등,16,2.177,0.0,0.0
4,C점멸주파수변화제동등,17,3.378,0.0,0.607
4,C점멸주파수변화제동등,18,1.205,0.0,0.386
4,C점멸주파수변화제동등,19,1.374,0.0,0.0
4,C점멸주파수변화제동등,20,1.797,0.0,0.0
4,C점멸주파수변화제동등,21,3.087,0.19914,0.831
4,C점멸주파수변화제동등,22,2.745,0.0,0.0
4,C점멸주파수변화제동등,23,1.199,0.0,0.581
4,D면적변화제동등,1,2.756,0.0,0.447
4,D면적변화제동등,2,1.936,0.0,0.928
4,D면적변화제동등,3,1.783,0.0,0.237
4,D면적변화제동등,4,1.757,0.0,0.0
4,D면적변화제동등,5,1.374,0.0,0.0
4,D면적변화제동등,6,1.526,0.10049,0.0
4,D면적변화제동등,7,1.389,0.0,0.0
4,D면적변화제동등,8,2.34,0.0,0.0
4,D면적변화제동등,9,0.873,0.0,0.132
4,D면적변화제동등,10,3.29,0.0,0.579
4,D면적변화제동등,11,0.919,0.27265,0.0
4,D면적변화제동등,12,1.212,0.0,0.525
4,D면적변화제동등,13,2.466,0.0,0.5
4,D면적변화제동등,14,1.817,0.0,0.128
4,D면적변화제동등,15,1.225,0.0,0.331
4,D면적변화제동등,16,1.997,0.16935,1.217
4,D면적변화제동등,17,1.196,0.0,0.208
4,D면적변화제동등,18,1.659,0.0,0.632
4,D면적변화제동등,19,1.316,0.0,0.0
4,D면적변화제동등,20,2.332,0.0,0.0
4,D면적변화제동등,21,1.78,0.0,0.412
4,D면적변화제동등,22,1.78,0.0,0.425
4,D면적변화제동등,23,1.235,0.0,0.506
4,D면적변화제동등,24,1.789,0.0,0.245
4,D면적변화제동등,25,1.77,0.0,0.0
5,A기본제동등,1,1.199,0.0,0.55
5,A기본제동등,2,1.04,0.0,0.679
5,A기본제동등,3,1.213,0.0,0.213
5,A기본제동등,4,2.734,0.0,0.292
5,A기본제동등,5,1.914,0.0,0.0
5,A기본제동등,6,1.346,0.0,0.484
5,A기본제동등,7,1.249,0.0,0.476
5,A기본제동등,8,2.478,0.0,0.639
5,A기본제동등,9,1.767,0.0,0.124
5,A기본제동등,10,1.753,0.0,0.332
5,A기본제동등,11,1.37,0.0,0.322
5,A기본제동등,12,1.047,0.0,0.0
5,A기본제동등,13,0.837,0.05033,0.582
5,A기본제동등,14,2.624,0.0,0.378
5,A기본제동등,15,3.416,0.0,0.485
5,A기본제동등,16,1.779,0.0,0.445
5,A기본제동등,17,1.782,0.0,0.0
5,A기본제동등,18,1.62,0.03173,0.364
5,A기본제동등,19,1.793,0.0,0.341
5,A기본제동등,20,1.482,0.0,0.491
5,A기본제동등,21,1.008,0.0,0.0
5,B밝기변화제동등,1,1.751,0.0,0.212
5,B밝기변화제동등,2,1.779,0.0,0.0
5,B밝기변화제동등,3,1.662,0.04851,0.693
5,B밝기변화제동등,4,1.201,0.0,0.0
5,B밝기변화제동등,5,2.48,0.0,0.656
5,B밝기변화제동등,6,2.82,0.0,1.494
5,B밝기변화제동등,7,1.926,0.0,0.039
5,B밝기변화제동등,8,1.679,0.00033,0.517
5,B밝기변화제동등,9,2.73,0.0,0.448
5,B밝기변화제동등,10,1.797,0.0,0.431
5,B밝기변화제동등,11,3.036,0.0,2.214
5,B밝기변화제동등,12,1.782,0.0,0.377
5,B밝기변화제동등,13,1.352,0.0,1.164
5,B밝기변화제동등,14,1.009,0.00241,0.106
5,B밝기변화제동등,15,1.776,0.0,0.365
5,B밝기변화제동등,16,4.77,0.0,1.496
5,B밝기변화제동등,17,1.294,0.0174,0.709
5,B밝기변화제동등,18,1.516,0.0,0.636
5,B밝기변화제동등,19,1.238,0.0,0.459
5,B밝기변화제동등,20,1.229,0.0,0.359
5,B밝기변화제동등,21,1.24,0.0,0.0
5,B밝기변화제동등,22,1.789,0.0,0.634
5,B밝기변화제동등,23,1.483,0.09973,0.504
5,C점멸주파수변화제동등,1,2.755,0.0,0.762
5,C점멸주파수변화제동등,2,1.802,0.0,1.232
5,C점멸주파수변화제동등,3,3.046,0.0,1.767
5,C점멸주파수변화제동등,4,1.786,0.0,0.0
5,C점멸주파수변화제동등,5,1.385,0.0,0.527
5,C점멸주파수변화제동등,6,3.108,0.05781,0.864
5,C점멸주파수변화제동등,7,1.229,0.0,0.039
5,C점멸주파수변화제동등,8,3.067,0.02925,0.527
5,C점멸주파수변화제동등,9,1.216,0.0,0.0
5,C점멸주파수변화제동등,10,2.484,0.0,0.326
5,C점멸주파수변화제동등,11,1.757,0.0,0.04
5,C점멸주파수변화제동등,12,1.494,0.0,0.0
5,C점멸주파수변화제동등,13,1.224,0.0,0.397
5,C점멸주파수변화제동등,14,2.478,0.0,0.538
5,C점멸주파수변화제동등,15,2.628,0.0,1.127
5,C점멸주파수변화제동등,16,2.844,0.0,0.457
5,C점멸주파수변화제동등,17,1.107,0.0,0.97
5,C점멸주파수변화제동등,18,1.207,0.0,0.285
5,C점멸주파수변화제동등,19,1.762,0.0,0.482
5,C점멸주파수변화제동등,20,2.977,0.0,2.1
5,C점멸주파수변화제동등,21,1.774,0.0,0.337
5,C점멸주파수변화제동등,22,0.953,0.0,0.558
5,C점멸주파수변화제동등,23,2.344,0.0,0.335
5,C점멸주파수변화제동등,24,1.426,0.03466,0.075
5,C점멸주파수변화제동등,25,3.419,0.0,0.502
5,D면적변화제동등,1,1.217,0.0,0.37
5,D면적변화제동등,2,1.235,0.0,0.28
5,D면적변화제동등,3,1.77,0.0,0.326
5,D면적변화제동등,4,1.475,0.0,1.072
5,D면적변화제동등,5,1.807,0.0,0.42
5,D면적변화제동등,6,1.549,0.0,0.893
5,D면적변화제동등,7,2.348,0.0,0.511
5,D면적변화제동등,8,3.395,0.0,0.0
5,D면적변화제동등,9,1.796,0.0,0.0
5,D면적변화제동등,10,2.341,0.0,0.476
5,D면적변화제동등,11,1.945,0.0,0.504
5,D면적변화제동등,12,1.125,0.24549,0.0
5,D면적변화제동등,13,1.39,0.0,0.0
5,D면적변화제동등,14,1.756,0.0,0.081
5,D면적변화제동등,15,2.014,0.04451,0.5
5,D면적변화제동등,16,2.76,0.0,0.488
5,D면적변화제동등,17,1.766,0.0,0.368
5,D면적변화제동등,18,3.035,0.0,1.225
5,D면적변화제동등,19,1.755,0.06368,0.112
5,D면적변화제동등,20,1.236,0.0,0.74
5,D면적변화제동등,21,2.483,0.0,0.0
5,D면적변화제동등,22,2.802,0.0,1.303
6,A기본제동등,1,1.775,0.03442,0.493
6,A기본제동등,2,1.314,0.04433,0.757
6,A기본제동등,3,2.34,0.07977,0.25
6,A기본제동등,4,3.297,0.0,0.462
6,A기본제동등,5,1.234,0.13224,0.578
6,A기본제동등,6,1.777,0.0,0.82
6,A기본제동등,7,2.319,0.08936,0.338
6,A기본제동등,8,1.943,0.00407,1.356
6,A기본제동등,9,1.771,0.11823,0.336
6,A기본제동등,10,1.372,0.0,0.0
6,A기본제동등,11,1.214,0.0,0.0
6,A기본제동등,12,2.301,0.0,0.0
6,A기본제동등,13,1.43,0.0,0.603
6,A기본제동등,14,1.772,0.0,0.0
6,A기본제동등,15,1.337,0.00836,0.831
6,A기본제동등,16,1.768,0.0,0.557
6,A기본제동등,17,2.766,0.0,0.0
6,A기본제동등,18,2.088,0.08716,0.276
6,A기본제동등,19,1.242,0.0202,0.52
6,A기본제동등,20,1.055,0.00051,1.055
6,B밝기변화제동등,1,1.801,0.0,0.518
6,B밝기변화제동등,2,1.39,0.0,0.601
6,B밝기변화제동등,3,2.742,0.0,0.477
6,B밝기변화제동등,4,1.767,0.0,1.14
6,B밝기변화제동등,5,1.763,0.0,0.562
6,B밝기변화제동등,6,1.357,0.0,0.542
6,B밝기변화제동등,7,2.469,0.0,0.727
6,B밝기변화제동등,8,1.737,0.0,1.405
6,B밝기변화제동등,9,2.327,0.0,0.0
6,B밝기변화제동등,10,3.388,0.0,1.956
6,B밝기변화제동등,11,1.962,0.17544,0.17
6,B밝기변화제동등,12,1.44,0.0,0.615
6,B밝기변화제동등,13,1.19,0.0,0.14
6,B밝기변화제동등,14,1.216,0.0,0.055
6,B밝기변화제동등,15,1.766,0.0,0.098
6,B밝기변화제동등,16,1.486,0.0,0.0
6,B밝기변화제동등,17,2.536,0.001,2.408
6,B밝기변화제동등,18,1.934,0.0,0.622
6,C점멸주파수변화제동등,1,1.251,0.02182,0.691
