참여자번호,브레이크유형,감속정도,구간번호,브레이크세기,반응시간,인지시간,브레이크횟수,실시간앞차간격최소,실시간앞차간격최대
9,B밝기변화제동등,고감속,3,0.10944,1.756,1.122,1,28.2168,43.54977
9,B밝기변화제동등,고감속,4,0.16896,1.102,0.592,1,22.19007,29.82565
9,B밝기변화제동등,저감속,6,0.32003,0.298,0,1,23.18535,27.72488
9,B밝기변화제동등,저감속,7,0.05035,1.357,0,1,20.95826,23.94602
9,B밝기변화제동등,저감속,8,0.04973,1.658,1.135,1,23.06773,29.23218
9,B밝기변화제동등,저감속,9,0,0,0,0,36.17414,38.50903
9,B밝기변화제동등,저감속,10,0.06851,1.267,0.803,1,27.63502,31.6044
9,B밝기변화제동등,저감속,11,0.03671,1.113,0,1,24.88308,26.13858
9,B밝기변화제동등,고감속,5,0.08309,1.216,0.51,1,34.03111,41.94366
9,B밝기변화제동등,저감속,12,0.06539,0.988,0.145,1,22.07514,24.31384
9,B밝기변화제동등,고감속,6,0.11859,1.001,0,1,16.98776,22.79403
9,B밝기변화제동등,저감속,13,0,0,0,0,27.47246,30.71078
9,B밝기변화제동등,저감속,14,0.07012,0.784,0,1,29.53011,32.59339
9,B밝기변화제동등,저감속,15,0,0,1.516,0,42.3357,47.50991
9,B밝기변화제동등,고감속,7,0.23881,0.179,0,2,23.03134,30.48003
9,B밝기변화제동등,저감속,16,0.23259,0,0,0,24.82089,26.32034
9,B밝기변화제동등,저감속,17,0,0,0,0,22.41944,23.72759
9,B밝기변화제동등,저감속,18,0,0,0,0,27.76581,30.3171
9,B밝기변화제동등,저감속,19,0,0,1.741,0,33.08355,37.00677
9,B밝기변화제동등,고감속,8,0.09151,1.511,0.042,1,26.80019,33.74953
9,B밝기변화제동등,저감속,20,0,0,0,0,29.17453,30.66081
9,B밝기변화제동등,저감속,21,0.07997,1.02,0.132,1,33.78811,37.55065
9,B밝기변화제동등,고감속,9,0.10961,1.056,0,1,22.32402,29.98731
9,B밝기변화제동등,저감속,22,0.06872,1.81,1.325,2,18.07703,34.00236
9,B밝기변화제동등,저감속,23,0,0,1.409,0,27.11516,28.89902
9,C점멸주파수변화제동등,저감속,1,0.22719,1.162,0.575,1,20.70397,27.651
9,C점멸주파수변화제동등,고감속,1,0.3009,0.825,0.285,1,20.35037,27.59272
9,C점멸주파수변화제동등,저감속,2,0.07294,0.817,0.452,1,20.4303,24.29727
9,C점멸주파수변화제동등,저감속,3,0.10982,0.866,0.369,1,18.72679,21.5235
9,C점멸주파수변화제동등,저감속,4,0.09578,0.988,0.477,2,25.91498,30.0288
9,C점멸주파수변화제동등,고감속,2,0.13939,1.394,0.767,1,33.53687,39.85143
9,C점멸주파수변화제동등,저감속,5,0.03031,1.229,0,1,19.17055,22.77645
9,C점멸주파수변화제동등,고감속,3,0.14508,1.377,0.304,1,19.86273,34.68316
9,C점멸주파수변화제동등,저감속,6,0.08208,0.933,0.425,1,22.68048,26.04215
9,C점멸주파수변화제동등,저감속,7,0.06624,1.084,0.311,1,24.57633,26.92824
9,C점멸주파수변화제동등,저감속,8,0,0,0,0,40.26818,44.7384
9,C점멸주파수변화제동등,저감속,9,0.10758,0.846,0,1,32.06961,34.48445
9,C점멸주파수변화제동등,저감속,10,0.10151,1.03,0.524,1,28.71851,30.72374
9,C점멸주파수변화제동등,고감속,4,0.15469,1.107,0.596,2,24.16512,35.58977
9,C점멸주파수변화제동등,저감속,11,0.06355,0.952,0,1,25.30428,27.19196
9,C점멸주파수변화제동등,고감속,5,0.12286,1.892,1.274,1,33.82455,42.51941
9,C점멸주파수변화제동등,저감속,12,0,0,0.899,0,40.55663,47.53077
9,C점멸주파수변화제동등,저감속,13,0.09709,0.745,0.042,1,29.89753,34.16974
9,C점멸주파수변화제동등,저감속,14,0.04529,1.076,0.431,1,29.71804,32.42521
9,C점멸주파수변화제동등,고감속,6,0.08606,1.605,0,1,32.50964,39.26918
9,C점멸주파수변화제동등,저감속,15,0.08941,1.285,0,1,16.28209,24.78326
9,C점멸주파수변화제동등,저감속,16,0,0,0,0,31.87095,35.53064
9,C점멸주파수변화제동등,고감속,7,0.10241,1.149,0.455,1,24.73976,37.94197
9,C점멸주파수변화제동등,고감속,8,0.19922,1.444,1.064,1,17.17264,42.88166
9,C점멸주파수변화제동등,저감속,17,0.2011,1.301,0.921,1,17.9716,41.98953
9,C점멸주파수변화제동등,저감속,18,0.1895,0.555,0.001,2,16.63717,20.31327
9,C점멸주파수변화제동등,저감속,19,0,0,0,0,23.73764,24.44459
9,C점멸주파수변화제동등,저감속,20,0,0,0,0,31.89266,34.01447
9,C점멸주파수변화제동등,고감속,9,0.10195,1.09,0,1,27.17953,32.09679
9,C점멸주파수변화제동등,고감속,10,0.14139,1.205,0.696,2,23.4325,32.8188
9,C점멸주파수변화제동등,저감속,21,0.05639,1.508,0.852,1,25.41703,30.64556
9,D면적변화제동등,저감속,1,0.06808,1,0.549,1,33.88197,39.21222
9,D면적변화제동등,고감속,1,0.13641,1.541,0,1,23.39623,34.42031
9,D면적변화제동등,저감속,2,0.06536,1.016,0.531,1,31.22005,32.98576
9,D면적변화제동등,고감속,2,0.1281,1.006,0.434,1,21.55717,37.91374
9,D면적변화제동등,저감속,3,0.00185,1.153,0.725,1,19.96639,22.37748
9,D면적변화제동등,고감속,3,0.06105,1.024,0.553,2,31.08969,46.30522
9,D면적변화제동등,저감속,4,0.01098,1.227,0.679,1,22.62184,25.35754
9,D면적변화제동등,저감속,5,0.05164,0.961,0.38,1,27.81549,29.55502
9,D면적변화제동등,고감속,4,0.17861,0.958,0.444,2,24.31976,38.47177
9,D면적변화제동등,저감속,6,0.05814,1.101,0.621,1,18.44013,27.22511
9,D면적변화제동등,저감속,7,0.07581,1.166,0,1,21.54333,24.38048
9,D면적변화제동등,저감속,8,0.09891,0.582,0,1,40.34898,43.54385
9,D면적변화제동등,저감속,9,0.06155,1.004,0.048,1,33.40442,35.43687
9,D면적변화제동등,저감속,10,0.0527,0.746,0.097,1,29.46775,35.53
9,D면적변화제동등,저감속,11,0,0,1.345,0,38.94613,44.07692
9,D면적변화제동등,저감속,12,0,0,0,0,49.27279,51.50226
9,D면적변화제동등,고감속,5,0.05287,1.652,1.014,1,40.28625,53.78473
9,D면적변화제동등,저감속,13,0.04914,0.954,0,2,20.15607,22.42134
9,D면적변화제동등,저감속,14,0.10205,1.071,0.356,1,42.72051,49.28956
9,D면적변화제동등,저감속,15,0.03321,1.117,0,1,35.07091,35.80497
9,D면적변화제동등,고감속,6,0.29038,0.751,0,1,17.96803,28.4409
9,D면적변화제동등,저감속,16,0.11437,1.203,0.666,1,44.20297,52.34034
9,D면적변화제동등,고감속,7,0.21789,1.179,0,1,24.26178,29.5784
9,D면적변화제동등,고감속,8,0.3174,0.89,0.1,1,25.4718,39.59686
9,D면적변화제동등,저감속,17,0.37628,0.372,0,1,27.05296,36.05737
9,D면적변화제동등,저감속,18,0.12121,1.115,0.657,1,21.2803,28.9009
9,D면적변화제동등,고감속,9,0.21204,1.164,0.651,1,21.68111,32.46416
9,D면적변화제동등,저감속,19,0,0,0,0,23.2901,24.83459
9,D면적변화제동등,저감속,20,0.0381,0.879,0.222,1,28.88265,30.01485
9,D면적변화제동등,저감속,21,0,0,0.391,0,34.70893,34.87788
9,D면적변화제동등,고감속,10,0.10333,1.843,0,1,18.06917,27.80917
10,A기본제동등,저감속,1,0,0,0.526,0,20.23867,20.76193
10,A기본제동등,저감속,2,0,0,1.162,0,35.00681,37.55036
10,A기본제동등,고감속,1,0.03283,2.418,1.006,1,23.21421,37.55036
10,A기본제동등,저감속,3,0,0,0.324,0,14.67042,17.1517
10,A기본제동등,고감속,2,0.08987,0.52,0,2,8.91422,10.86557
10,A기본제동등,저감속,4,0,0,0,0,8.89017,11.33952
10,A기본제동등,저감속,5,0.01302,1.177,0.359,1,9.44791,12.50396
10,A기본제동등,저감속,6,0,0,0.673,0,14.02681,15.42504
10,A기본제동등,저감속,7,0,0,0.674,0,16.98327,19.16112
10,A기본제동등,고감속,3,0,0,1.381,0,34.83463,42.74309
10,A기본제동등,저감속,8,0,0,1.272,0,34.29174,42.74309
10,A기본제동등,저감속,9,0,0,0.514,0,18.40958,19.20938
10,A기본제동등,저감속,10,0,0,1.283,0,25.48031,28.30408
10,A기본제동등,고감속,4,0.01247,2.575,1.74,1,17.95184,34.18471
10,A기본제동등,저감속,11,0,0,0.534,0,13.24648,15.86442
10,A기본제동등,고감속,5,0.14673,1.116,0.198,1,9.02105,17.29194
10,A기본제동등,저감속,12,0.27481,0.085,0,1,8.96436,13.21533
10,A기본제동등,저감속,13,0,0,0.225,0,15.29203,16.76693
10,A기본제동등,고감속,6,0.08475,1.542,1.239,1,13.85716,20.56263
10,A기본제동등,저감속,14,0,0,0.698,0,17.82769,19.54392
10,A기본제동등,저감속,15,0,0,0.384,0,19.09815,21.44674
10,A기본제동등,저감속,16,0,0,0.778,0,18.5986,22.19913
10,A기본제동등,저감속,17,0,0,1.389,0,19.06783,24.87195
10,A기본제동등,저감속,18,0.00387,0.856,0.411,1,11.2168,13.08947
10,A기본제동등,고감속,7,0.08249,1.515,0.583,1,9.97755,18.87902
10,A기본제동등,저감속,19,0.15283,0.149,0,1,10.10389,15.01248
10,A기본제동등,고감속,8,0.29137,0.629,0.332,1,7.99581,13.22191
10,A기본제동등,저감속,20,0.38883,0,0,0,7.99581,10.06844
10,A기본제동등,저감속,21,0,0,0.708,0,14.77749,15.7885
10,A기본제동등,저감속,22,0,0,1.028,0,17.78987,18.63721
10,B밝기변화제동등,저감속,1,0,0,0.316,0,18.99069,20.77259
10,B밝기변화제동등,저감속,2,0,0,0,0,22.5409,24.58562
10,B밝기변화제동등,고감속,1,0.01887,1.773,1.211,1,26.97214,38.58385
10,B밝기변화제동등,저감속,3,0,0,0,0,24.98611,25.88027
10,B밝기변화제동등,고감속,2,0.00401,1.744,0.655,1,27.81768,35.97173
10,B밝기변화제동등,저감속,4,0,0,1.342,0,20.0921,23.83002
10,B밝기변화제동등,고감속,3,0.11626,0.67,0.301,1,11.3272,14.8747
10,B밝기변화제동등,저감속,5,0.14447,0.594,0.225,1,11.99971,14.84938
10,B밝기변화제동등,저감속,6,0.01784,1.369,0,1,11.45508,13.58946
10,B밝기변화제동등,저감속,7,0,0,0.565,0,12.01101,14.51181
10,B밝기변화제동등,저감속,8,0,0,0.517,0,23.29379,23.85625
10,B밝기변화제동등,저감속,9,0,0,0.517,0,23.83621,25.58018
10,B밝기변화제동등,고감속,4,0.03125,1.119,0.359,1,19.95864,25.58018
10,B밝기변화제동등,저감속,10,0,0,0,0,20.08351,22.54687
10,B밝기변화제동등,저감속,11,0,0,0.916,0,23.94366,25.9574
10,B밝기변화제동등,저감속,12,0,0,1.742,0,21.04986,28.10089
10,B밝기변화제동등,고감속,5,0.11153,0.83,0.51,1,13.01721,16.94004
10,B밝기변화제동등,저감속,13,0.00451,0.901,0.291,1,13.0296,14.89557
10,B밝기변화제동등,저감속,14,0,0,0.744,0,25.06758,25.70306
10,B밝기변화제동등,저감속,15,0.02351,2.486,0.756,1,14.2007,30.10027
10,B밝기변화제동등,고감속,6,0.02323,2.332,0.602,1,14.32609,30.10027
10,B밝기변화제동등,저감속,16,0,0,0,0,31.91948,32.80538
10,B밝기변화제동등,저감속,17,0.05751,0.995,0.166,1,18.86526,24.09776
10,B밝기변화제동등,고감속,7,0.00494,2.37,0.684,1,23.1813,35.16021
10,B밝기변화제동등,고감속,8,0.21985,1.023,0.365,1,8.05542,20.82283
10,B밝기변화제동등,저감속,18,0.27302,0.482,0,1,8.04275,18.12602
10,B밝기변화제동등,저감속,19,0,0,0.412,0,14.74626,15.42199
10,B밝기변화제동등,저감속,20,0,0,0.796,0,11.86667,14.57873
10,B밝기변화제동등,저감속,21,0,0,0.949,0,15.12387,18.10744
10,B밝기변화제동등,고감속,9,0.06169,1.439,0.508,1,10.25534,15.55758
10,B밝기변화제동등,저감속,22,0.00619,1.133,0.202,1,12.28079,15.54537
10,B밝기변화제동등,저감속,23,0.11242,0.843,0.271,1,8.4853,13.20529
10,C점멸주파수변화제동등,저감속,1,0.00076,0.855,0.388,1,11.87816,13.49421
10,C점멸주파수변화제동등,고감속,1,0.10846,2.231,0.912,1,17.81861,33.65589
10,C점멸주파수변화제동등,저감속,2,0,0,0.557,0,18.13205,23.28669
10,C점멸주파수변화제동등,저감속,3,0,0,0,0,15.1633,15.89323
10,C점멸주파수변화제동등,저감속,4,0,0,1.344,0,26.29875,29.08835
10,C점멸주파수변화제동등,저감속,5,0,0,1.759,0,23.65047,30.59159
10,C점멸주파수변화제동등,저감속,6,0.07581,0.827,0.331,1,16.01126,20.62379
10,C점멸주파수변화제동등,저감속,7,0,0,0.792,0,18.46779,20.18703
10,C점멸주파수변화제동등,고감속,2,0,0,0.68,0,34.49532,40.29685
10,C점멸주파수변화제동등,저감속,8,0,0,0,0,15.83971,18.92485
10,C점멸주파수변화제동등,저감속,9,0,0,0,0,19.23232,20.22638
10,C점멸주파수변화제동등,저감속,10,0,0,1.253,0,17.57106,24.55065
10,C점멸주파수변화제동등,고감속,3,0.26003,0.757,0.404,1,8.37063,15.32613
10,C점멸주파수변화제동등,저감속,11,0.02047,1.133,0.358,1,11.05819,17.53754
10,C점멸주파수변화제동등,저감속,12,0,0,0.83,0,15.42594,16.41208
10,C점멸주파수변화제동등,고감속,4,0.06666,1.086,0.492,1,16.50144,21.40656
10,C점멸주파수변화제동등,저감속,13,0.11061,0,0,0,16.6985,17.3807
10,C점멸주파수변화제동등,고감속,5,0.23011,0.844,0.547,1,10.77347,17.50776
10,C점멸주파수변화제동등,저감속,14,0.2909,0.571,0.231,1,11.00768,17.2293
10,C점멸주파수변화제동등,저감속,15,0,0,0.467,0,13.34721,15.0024
10,C점멸주파수변화제동등,저감속,16,0,0,0,0,32.83782,37.50544
10,C점멸주파수변화제동등,저감속,17,0,0,0,0,12.85897,14.53588
10,C점멸주파수변화제동등,고감속,6,0.05389,1.449,0.783,1,11.91469,19.81983
10,C점멸주파수변화제동등,저감속,18,0,0,0.919,0,19.08241,22.09151
10,C점멸주파수변화제동등,고감속,7,0.23356,1.322,0.152,1,10.12484,23.33899
10,C점멸주파수변화제동등,저감속,19,0.01541,0.765,0.116,1,12.95608,16.02696
10,C점멸주파수변화제동등,저감속,20,0.07475,0.694,0.157,1,10.23635,12.93606
10,D면적변화제동등,저감속,1,0,0,0.522,0,17.37421,19.25768
10,D면적변화제동등,저감속,2,0,0,0.48,0,18.81655,20.95643
10,D면적변화제동등,저감속,3,0,0,1.417,0,20.95866,28.21481
10,D면적변화제동등,고감속,1,0.08926,1.351,0.719,1,16.07965,22.89396
10,D면적변화제동등,저감속,4,0.26211,0.683,0.366,1,10.22486,16.95796
10,D면적변화제동등,고감속,2,0.03975,1.474,0.689,1,14.47869,25.7983
10,D면적변화제동등,저감속,5,0.06594,0.284,0,1,14.30864,21.74247
10,D면적변화제동등,저감속,6,0,0,0.662,0,18.04143,18.90292
10,D면적변화제동등,저감속,7,0,0,0,0,41.30345,45.21181
10,D면적변화제동등,고감속,3,0.01861,2.233,0.934,1,31.61762,53.44964
10,D면적변화제동등,저감속,8,0.04725,1.046,0.514,1,15.08498,20.36039
10,D면적변화제동등,저감속,9,0.29333,0.871,0.642,1,7.98975,12.13928
10,D면적변화제동등,저감속,10,0,0,0.714,0,25.66601,28.85221
10,D면적변화제동등,저감속,11,0,0,1.291,0,34.05031,38.74436
10,D면적변화제동등,저감속,12,0,0,0.556,0,21.6439,22.67303
10,D면적변화제동등,저감속,13,0,0,0.901,0,33.1679,34.28484
10,D면적변화제동등,고감속,4,0.13503,1.13,0.43,1,16.97502,33.24766
10,D면적변화제동등,저감속,14,0,0,0.851,0,32.47198,35.34298
10,D면적변화제동등,고감속,5,0.20499,1.084,0.792,1,18.725,36.63905
10,D면적변화제동등,저감속,15,0,0,0,0,13.93071,17.50514
10,D면적변화제동등,저감속,16,0,0,0.39,0,15.22266,17.13919
10,D면적변화제동등,저감속,17,0.00407,1.46,0.879,1,19.75393,24.1343
10,D면적변화제동등,고감속,6,0.07155,0.984,0.403,1,17.35582,24.09626
10,D면적변화제동등,저감속,18,0.00109,3.217,1.69,1,17.06554,24.82383
10,D면적변화제동등,저감속,19,0,0,0,0,28.11725,29.14481
10,D면적변화제동등,고감속,7,0.06363,1.341,0.757,1,21.61311,34.65716
10,D면적변화제동등,고감속,8,0.07521,1.097,0,1,11.52934,15.27859
10,D면적변화제동등,저감속,20,0,0,0.82,0,13.82638,15.12485
10,D면적변화제동등,저감속,21,0,0,0.572,0,18.891,22.11086
10,D면적변화제동등,저감속,22,0,0,0.758,0,24.52659,26.49316
11,A기본제동등,고감속,1,0.22501,1.039,0.506,1,9.26737,16.63229
11,A기본제동등,저감속,1,0,0,0.157,0,15.30021,16.75686
11,A기본제동등,저감속,2,0,0,0.511,0,18.21696,19.27204
11,A기본제동등,저감속,3,0,0,1.682,0,15.86801,20.75223
11,A기본제동등,고감속,2,0.09525,0.883,0.361,1,10.63971,18.0265
11,A기본제동등,저감속,4,0,0,0.374,0,12.6398,17.57785
11,A기본제동등,저감속,5,0,0,0.218,0,16.66716,20.15808
11,A기본제동등,저감속,6,0,0,0.496,0,22.51239,23.57173
11,A기본제동등,고감속,3,0.03055,2.35,1.631,1,17.02521,33.24707
11,A기본제동등,저감속,7,0.14893,1.127,0.408,1,14.04946,30.44814
11,A기본제동등,저감속,8,0,0,0.233,0,14.31937,18.54528
11,A기본제동등,저감속,9,0.08242,1.269,0.424,1,12.91792,19.21629
11,A기본제동등,고감속,4,0.11972,1.076,0.231,1,12.78646,19.20774
11,A기본제동등,저감속,10,0,0,0.553,0,17.41431,18.77267
11,A기본제동등,저감속,11,0,0,0.284,0,21.77707,22.21589
11,A기본제동등,저감속,12,0,0,2.557,0,26.65162,34.32866
11,A기본제동등,저감속,13,0,0,0,0,19.45132,19.65848
11,A기본제동등,저감속,14,0.01645,2.495,0.601,1,14.55066,28.0111
11,A기본제동등,고감속,5,0.01924,1.928,0.035,1,14.90149,27.80129
11,A기본제동등,저감속,15,0,0,0.258,0,16.06269,18.59471
11,A기본제동등,저감속,16,0,0,0.596,0,17.6692,18.53382
11,A기본제동등,고감속,6,0,0,1.201,0,27.83071,34.08107
11,A기본제동등,저감속,17,0,0,2.975,0,23.88517,30.99173
11,A기본제동등,고감속,7,0.01457,1.093,0,2,10.36821,15.07395
11,A기본제동등,저감속,18,0.00202,1.014,0,1,13.49491,15.07395
11,A기본제동등,저감속,19,0.04858,0.713,0.201,1,13.14748,16.87377
11,A기본제동등,고감속,8,0.15009,1.528,0.435,1,11.58531,22.88308
11,A기본제동등,저감속,20,0.11976,1.306,0.213,1,13.01966,22.75548
11,A기본제동등,저감속,21,0,0,0.111,0,14.80534,15.1217
11,A기본제동등,저감속,22,0,0,0.358,0,14.65819,18.93509
11,A기본제동등,저감속,23,0.18979,0.663,0.259,1,13.54836,18.36675
11,A기본제동등,저감속,24,0.01141,1.257,0.658,1,20.21925,21.80536
11,B밝기변화제동등,저감속,1,0,0,0.907,0,22.97235,29.52416
11,B밝기변화제동등,저감속,2,0,0,0.365,0,26.69428,27.22292
11,B밝기변화제동등,저감속,3,0,0,1.358,0,22.6695,27.93995
11,B밝기변화제동등,저감속,4,0,0,0.318,0,18.42556,21.66203
11,B밝기변화제동등,고감속,1,0.06309,1.423,0.438,1,18.93937,27.58934
11,B밝기변화제동등,저감속,5,0,0,0.244,0,19.1348,20.01264
11,B밝기변화제동등,저감속,6,0,0,0.402,0,22.97706,23.8512
11,B밝기변화제동등,고감속,2,0,0,2.32,0,34.97778,43.81816
11,B밝기변화제동등,고감속,3,0.15389,1.052,0.45,1,14.70703,21.46197
11,B밝기변화제동등,저감속,7,0.29959,0,0,0,14.69404,16.11315
11,B밝기변화제동등,저감속,8,0,0,0.156,0,15.94774,22.44812
11,B밝기변화제동등,저감속,9,0,0,0.229,0,17.89202,18.19206
11,B밝기변화제동등,고감속,4,0.02044,1.329,0,1,11.80984,20.10668
11,B밝기변화제동등,저감속,10,0,0,0,0,17.78593,18.18337
11,B밝기변화제동등,저감속,11,0,0,0.287,0,20.75802,23.70095
11,B밝기변화제동등,저감속,12,0,0,1.696,0,23.34151,31.14452
11,B밝기변화제동등,저감속,13,0,0,0.5,0,18.35663,22.94842
11,B밝기변화제동등,고감속,5,0.06371,1.54,0.257,1,17.48284,25.43761
11,B밝기변화제동등,저감속,14,0,0,0.46,0,20.67305,22.51739
11,B밝기변화제동등,고감속,6,0.09741,1.118,0.079,1,17.39864,27.12745
11,B밝기변화제동등,저감속,15,0,0,1.323,0,14.37,25.12771
11,B밝기변화제동등,저감속,16,0,0,0.193,0,19.03362,22.67891
11,B밝기변화제동등,저감속,17,0,0,0.319,0,22.27984,23.30895
11,B밝기변화제동등,고감속,7,0.01395,2.784,0.488,1,19.6489,33.55402
11,B밝기변화제동등,저감속,18,0,0,0.396,0,22.60555,23.04622
11,B밝기변화제동등,저감속,19,0.07579,2.216,0.568,1,15.83352,29.12045
11,B밝기변화제동등,고감속,8,0.0804,2.032,0.384,1,16.0713,29.12045
11,B밝기변화제동등,저감속,20,0,0,0.263,0,20.98518,22.61126
11,C점멸주파수변화제동등,저감속,1,0,0,0.709,0,26.14789,28.05902
11,C점멸주파수변화제동등,저감속,2,0,0,0.395,0,31.20009,33.83015
11,C점멸주파수변화제동등,저감속,3,0,0,0.493,0,25.77305,28.83891
11,C점멸주파수변화제동등,고감속,1,0.01977,2.14,0.751,1,31.61144,42.00182
11,C점멸주파수변화제동등,고감속,2,0.13099,0.951,0.495,1,22.30014,35.82845
11,C점멸주파수변화제동등,저감속,4,0.20063,0.269,0,1,22.92268,32.04274
11,C점멸주파수변화제동등,저감속,5,0,0,0.414,0,21.88287,23.38877
11,C점멸주파수변화제동등,저감속,6,0,0,0.564,0,21.07458,27.55203
11,C점멸주파수변화제동등,고감속,3,0.12635,1.606,0,1,20.48228,30.66567
11,C점멸주파수변화제동등,저감속,7,0,0,0.573,0,27.58494,29.90111
11,C점멸주파수변화제동등,저감속,8,0,0,0.537,0,30.27916,34.09815
11,C점멸주파수변화제동등,저감속,9,0,0,0.447,0,34.53995,35.90351
11,C점멸주파수변화제동등,고감속,4,0.28883,0.616,0.17,1,19.79999,27.26106
11,C점멸주파수변화제동등,저감속,10,0,0,0.365,0,24.74581,33.18973
11,C점멸주파수변화제동등,저감속,11,0,0,0,0,26.40309,27.14106
11,C점멸주파수변화제동등,저감속,12,0,0,0.437,0,31.18339,35.07299
11,C점멸주파수변화제동등,고감속,5,0.03606,2.136,0.038,1,21.20902,34.93488
11,C점멸주파수변화제동등,저감속,13,0,0,0.336,0,21.70343,25.21476
11,C점멸주파수변화제동등,저감속,14,0,0,0.405,0,21.52567,22.26218
11,C점멸주파수변화제동등,저감속,15,0,0,0.226,0,27.60308,30.28787
11,C점멸주파수변화제동등,저감속,16,0,0,0.7,0,32.06503,34.13917
11,C점멸주파수변화제동등,고감속,6,0.06131,2.176,0.542,1,19.21665,34.13917
11,C점멸주파수변화제동등,고감속,7,0.13382,1.607,0,1,19.53407,32.72179
11,C점멸주파수변화제동등,저감속,17,0,0,0.444,0,24.00961,25.51628
11,C점멸주파수변화제동등,저감속,18,0,0,0.403,0,32.59934,34.25575
11,C점멸주파수변화제동등,저감속,19,0,0,0.249,0,26.46315,29.38257
11,C점멸주파수변화제동등,저감속,20,0,0,0.498,0,35.88878,36.80822
11,C점멸주파수변화제동등,고감속,8,0.04436,0.633,0.001,2,31.84783,36.5737
11,C점멸주파수변화제동등,저감속,21,0,0,0.535,0,26.29659,28.63018
11,C점멸주파수변화제동등,저감속,22,0,0,0.695,0,32.73999,33.472
11,C점멸주파수변화제동등,고감속,9,0,0,0,0,23.3329,28.94398
11,D면적변화제동등,고감속,1,0.18616,1.163,0.623,1,10.51164,17.37743
11,D면적변화제동등,저감속,1,0,0,0.51,0,16.8608,18.06561
11,D면적변화제동등,저감속,2,0,0,0.558,0,15.27509,17.4551
11,D면적변화제동등,고감속,2,0.04206,1.976,0.275,1,16.17739,26.68112
11,D면적변화제동등,저감속,3,0,0,0.067,0,12.03334,19.74602
11,D면적변화제동등,고감속,3,0.05071,1.351,0.77,1,16.68841,22.47283
11,D면적변화제동등,저감속,4,0.12009,0.358,0,1,16.46062,20.72884
11,D면적변화제동등,저감속,5,0,0,0.118,0,17.92592,18.92325
11,D면적변화제동등,고감속,4,0.11582,0.85,0,2,9.28095,14.90962
11,D면적변화제동등,저감속,6,0,0,0.464,0,14.58251,15.33522
11,D면적변화제동등,저감속,7,0,0,0.471,0,15.59266,18.389
11,D면적변화제동등,저감속,8,0,0,0.793,0,13.49844,17.68226
11,D면적변화제동등,저감속,9,0,0,0.21,0,15.18964,15.87602
11,D면적변화제동등,고감속,5,0.06391,0.81,0.249,2,11.09167,20.00158
11,D면적변화제동등,저감속,10,0,0,0.297,0,11.51155,15.387
11,D면적변화제동등,저감속,11,0,0,0.444,0,16.32578,16.64879
11,D면적변화제동등,저감속,12,0,0,1.503,0,25.09772,33.60187
11,D면적변화제동등,고감속,6,0,0,1.469,0,25.5716,33.60187
11,D면적변화제동등,저감속,13,0,0,3.03,0,18.13374,28.01759
11,D면적변화제동등,저감속,14,0.03608,0.624,0,1,9.15528,14.41267
11,D면적변화제동등,저감속,15,0,0,0,0,31.54332,32.87066
11,D면적변화제동등,고감속,7,0.02914,1.508,0.389,1,13.666,23.43156
11,D면적변화제동등,저감속,16,0,0,0.235,0,15.38938,18.545
11,D면적변화제동등,고감속,8,0.05355,1.711,0.363,1,12.21262,22.52249
11,D면적변화제동등,저감속,17,0,0,0.717,0,13.15063,13.7099
11,D면적변화제동등,저감속,18,0,0,0.294,0,11.39356,13.4511
11,D면적변화제동등,저감속,19,0,0,0.519,0,15.76155,16.7647
11,D면적변화제동등,저감속,20,0,0,1.155,0,11.18948,15.94336
12,A기본제동등,저감속,1,0,0,0.782,0,35.37214,37.66202
12,A기본제동등,고감속,1,0.11446,1.733,0.614,1,23.14132,37.66202
12,A기본제동등,저감속,2,0,0,0.594,0,28.00698,32.5952
12,A기본제동등,저감속,3,0,0,0.516,0,43.13282,44.55964
12,A기본제동등,저감속,4,0,0,0,0,34.80185,36.04621
12,A기본제동등,저감속,5,0.03195,1.054,0.315,1,32.79134,36.92266
12,A기본제동등,고감속,2,0.17397,1.25,0.41,1,19.86767,41.07646
12,A기본제동등,저감속,6,0,0,0.589,0,43.9783,53.08561
12,A기본제동등,고감속,3,0.04438,0.941,0,2,16.61469,32.65419
12,A기본제동등,저감속,7,0.05444,0.862,0,1,23.88172,32.27418
12,A기본제동등,고감속,4,0.05535,1.078,0,1,15.73527,22.3558
12,A기본제동등,저감속,8,0,0,0.608,0,21.42696,22.7159
12,A기본제동등,저감속,9,0.06593,0.965,0.429,1,21.98708,27.99082
12,A기본제동등,저감속,10,0,0,0.692,0,36.67962,37.31456
12,A기본제동등,고감속,5,0.25189,0.784,0.118,1,20.57937,32.14387
12,A기본제동등,저감속,11,0,0,1.214,0,44.25546,46.70211
12,A기본제동등,저감속,12,0,0,1.103,0,36.92535,41.76949
12,A기본제동등,저감속,13,0,0,0,0,32.67856,34.92114
12,A기본제동등,저감속,14,0,0,0.544,0,33.75733,37.2631
12,A기본제동등,저감속,15,0,0,0.417,0,29.14899,32.88149
12,A기본제동등,고감속,6,0,0,1.789,0,39.97832,59.43162
12,A기본제동등,저감속,16,0,0,0.49,0,19.29827,23.20788
12,A기본제동등,저감속,17,0,0,0.842,0,35.49709,38.54504
12,A기본제동등,고감속,7,0.15196,1.276,0.443,1,21.11195,36.32414
